jp_name,jp_team,en_name,en_team
大城 元,読売ジャイアンツ,"Ohshiro, Gen",Yomiuri Giants
舟越 秀虎,読売ジャイアンツ,"Funakoshi, Hidetora",Yomiuri Giants
石山 泰稚,東京ヤクルトスワローズ,"Ishiyama, Taichi",Yakult Swallows
西舘 昂汰,東京ヤクルトスワローズ,"Nishidate, Kota",Yakult Swallows
山下 輝,東京ヤクルトスワローズ,"Yamashita, Hikaru",Yakult Swallows
原 樹理,東京ヤクルトスワローズ,"Hara, Juri",Yakult Swallows
清水 昇,東京ヤクルトスワローズ,"Shimizu, Noboru",Yakult Swallows
奥川 恭伸,東京ヤクルトスワローズ,"Okugawa, Yasunobu",Yakult Swallows
石川 雅規,東京ヤクルトスワローズ,"Ishikawa, Masanori",Yakult Swallows
木澤 尚文,東京ヤクルトスワローズ,"Kizawa, Naofumi",Yakult Swallows
吉村 貢司郎,東京ヤクルトスワローズ,"Yoshimura, Kojiro",Yakult Swallows
星 知弥,東京ヤクルトスワローズ,"Hoshi, Tomoya",Yakult Swallows
山野 太一,東京ヤクルトスワローズ,"Yamano, Taichi",Yakult Swallows
松本 健吾,東京ヤクルトスワローズ,"Matsumoto, Kengo",Yakult Swallows
小川 泰弘,東京ヤクルトスワローズ,"Ogawa, Yasuhiro",Yakult Swallows
田口 麗斗,東京ヤクルトスワローズ,"Taguchi, Kazuto",Yakult Swallows
石原 勇輝,東京ヤクルトスワローズ,"Ishihara, Yuki",Yakult Swallows
ロドリゲス,東京ヤクルトスワローズ,"Rodriguez, Elvin",Yakult Swallows
エスパーダ,東京ヤクルトスワローズ,"Espada, Jose",Yakult Swallows
高梨 裕稔,東京ヤクルトスワローズ,"Takanashi, Hirotoshi",Yakult Swallows
柴田 大地,東京ヤクルトスワローズ,"Shibata, Daichi",Yakult Swallows
山本 大貴,東京ヤクルトスワローズ,"Yamamoto, Daiki",Yakult Swallows
大西 広樹,東京ヤクルトスワローズ,"Ohnishi, Hiroki",Yakult Swallows
小澤 怜史,東京ヤクルトスワローズ,"Kozawa, Reiji",Yakult Swallows
高橋 奎二,東京ヤクルトスワローズ,"Takahashi, Keiji",Yakult Swallows
金久保 優斗,東京ヤクルトスワローズ,"Kanakubo, Yuto",Yakult Swallows
嘉弥真 新也,東京ヤクルトスワローズ,"Kayama, Shinya",Yakult Swallows
尾仲 祐哉,東京ヤクルトスワローズ,"Onaka, Yuya",Yakult Swallows
長谷川 宙輝,東京ヤクルトスワローズ,"Hasegawa, Hiroki",Yakult Swallows
サイスニード,東京ヤクルトスワローズ,"Sneed, Cy",Yakult Swallows
坂本 拓己,東京ヤクルトスワローズ,"Sakamoto, Takumi",Yakult Swallows
阪口 皓亮,東京ヤクルトスワローズ,"Sakaguchi, Kousuke",Yakult Swallows
宮川 哲,東京ヤクルトスワローズ,"Miyagawa, Tetsu",Yakult Swallows
竹山 日向,東京ヤクルトスワローズ,"Takeyama, Hyuga",Yakult Swallows
丸山 翔大,東京ヤクルトスワローズ,"Maruyama, Shota",Yakult Swallows
今野 龍太,東京ヤクルトスワローズ,"Konno, Ryuta",Yakult Swallows
ヤフーレ,東京ヤクルトスワローズ,"Yajure, Miguel",Yakult Swallows
中村 悠平,東京ヤクルトスワローズ,"Nakamura, Yuhei",Yakult Swallows
西田 明央,東京ヤクルトスワローズ,"Nishida, Akihisa",Yakult Swallows
松本 直樹,東京ヤクルトスワローズ,"Matsumoto, Naoki",Yakult Swallows
内山 壮真,東京ヤクルトスワローズ,"Uchiyama, Souma",Yakult Swallows
古賀 優大,東京ヤクルトスワローズ,"Koga, Yudai",Yakult Swallows
鈴木 叶,東京ヤクルトスワローズ,"Suzuki, Kyo",Yakult Swallows
中川 拓真,東京ヤクルトスワローズ,"Nakagawa, Takuma",Yakult Swallows
橋本 星哉,東京ヤクルトスワローズ,"Hashimoto, Seiya",Yakult Swallows
赤羽 由紘,東京ヤクルトスワローズ,"Akahane, Yoshihiro",Yakult Swallows
山田 哲人,東京ヤクルトスワローズ,"Yamada, Tetsuto",Yakult Swallows
川端 慎吾,東京ヤクルトスワローズ,"Kawabata, Shingo",Yakult Swallows
長岡 秀樹,東京ヤクルトスワローズ,"Nagaoka, Hideki",Yakult Swallows
宮本 丈,東京ヤクルトスワローズ,"Miyamoto, Takeshi",Yakult Swallows
オスナ,東京ヤクルトスワローズ,"Osuna, Jose",Yakult Swallows
西村 瑠伊斗,東京ヤクルトスワローズ,"Nishimura, Ruito",Yakult Swallows
北村 拓己,東京ヤクルトスワローズ,"Kitamura, Takumi",Yakult Swallows
太田 賢吾,東京ヤクルトスワローズ,"Ohta, Kengo",Yakult Swallows
北村 恵吾,東京ヤクルトスワローズ,"Kitamura, Keigo",Yakult Swallows
村上 宗隆,東京ヤクルトスワローズ,"Murakami, Munetaka",Yakult Swallows
小森 航大郎,東京ヤクルトスワローズ,"Komori, Kohtaro",Yakult Swallows
武岡 龍世,東京ヤクルトスワローズ,"Takeoka, Ryusei",Yakult Swallows
増田 珠,東京ヤクルトスワローズ,"Masuda, Shu",Yakult Swallows
三ツ俣 大樹,東京ヤクルトスワローズ,"Mitsumata, Taiki",Yakult Swallows
伊藤 琉偉,東京ヤクルトスワローズ,"Itoh, Ryui",Yakult Swallows
並木 秀尊,東京ヤクルトスワローズ,"Namiki, Hidetaka",Yakult Swallows
西川 遥輝,東京ヤクルトスワローズ,"Nishikawa, Haruki",Yakult Swallows
丸山 和郁,東京ヤクルトスワローズ,"Maruyama, Kazuya",Yakult Swallows
塩見 泰隆,東京ヤクルトスワローズ,"Shiomi, Yasutaka",Yakult Swallows
青木 宣親,東京ヤクルトスワローズ,"Aoki, Norichika",Yakult Swallows
サンタナ,東京ヤクルトスワローズ,"Santana, Domingo",Yakult Swallows
山崎 晃大朗,東京ヤクルトスワローズ,"Yamasaki, Kotaro",Yakult Swallows
澤井 廉,東京ヤクルトスワローズ,"Sawai, Ren",Yakult Swallows
濱田 太貴,東京ヤクルトスワローズ,"Hamada, Taiki",Yakult Swallows
岩田 幸宏,東京ヤクルトスワローズ,"Iwata, Yukihiro",Yakult Swallows
近藤 弘樹,東京ヤクルトスワローズ,"Kondoh, Hiroki",Yakult Swallows
嘉手苅 浩太,東京ヤクルトスワローズ,"Katekaru, Kouta",Yakult Swallows
沼田 翔平,東京ヤクルトスワローズ,"Numata, Shohei",Yakult Swallows
翔聖,東京ヤクルトスワローズ,"Takahashi, Shosei",Yakult Swallows
下 慎之介,東京ヤクルトスワローズ,"Shimo, Shinnosuke",Yakult Swallows
フェリペ,東京ヤクルトスワローズ,"Kisu, Felipe",Yakult Swallows
髙野 颯太,東京ヤクルトスワローズ,"Takano, Souta",Yakult Swallows
根尾 昂,中日ドラゴンズ,"Neo, Akira",Chunichi Dragons
小笠原 慎之介,中日ドラゴンズ,"Ogasawara, Shinnosuke",Chunichi Dragons
田島 慎二,中日ドラゴンズ,"Tajima, Shinji",Chunichi Dragons
橋本 侑樹,中日ドラゴンズ,"Hashimoto, Yuki",Chunichi Dragons
草加 勝,中日ドラゴンズ,"Kusaka, Sho",Chunichi Dragons
岩嵜 翔,中日ドラゴンズ,"Iwasaki, Sho",Chunichi Dragons
柳 裕也,中日ドラゴンズ,"Yanagi, Yuya",Chunichi Dragons
梅津 晃大,中日ドラゴンズ,"Umetsu, Kodai",Chunichi Dragons
髙橋 宏斗,中日ドラゴンズ,"Takahashi, Hiroto",Chunichi Dragons
涌井 秀章,中日ドラゴンズ,"Wakui, Hideaki",Chunichi Dragons
大野 雄大,中日ドラゴンズ,"Ohno, Yudai",Chunichi Dragons
福谷 浩司,中日ドラゴンズ,"Fukutani, Koji",Chunichi Dragons
石森 大誠,中日ドラゴンズ,"Ishimori, Taisei",Chunichi Dragons
森 博人,中日ドラゴンズ,"Mori, Hiroto",Chunichi Dragons
仲地 礼亜,中日ドラゴンズ,"Nakachi, Reia",Chunichi Dragons
祖父江 大輔,中日ドラゴンズ,"Sobue, Daisuke",Chunichi Dragons
福 敬登,中日ドラゴンズ,"Fuku, Hiroto",Chunichi Dragons
福田 幸之介,中日ドラゴンズ,"Fukuda, Konosuke",Chunichi Dragons
松葉 貴大,中日ドラゴンズ,"Matsuba, Takahiro",Chunichi Dragons
勝野 昌慶,中日ドラゴンズ,"Katsuno, Akiyoshi",Chunichi Dragons
梅野 雄吾,中日ドラゴンズ,"Umeno, Yugo",Chunichi Dragons
砂田 毅樹,中日ドラゴンズ,"Sunada, Yoshiki",Chunichi Dragons
土生 翔太,中日ドラゴンズ,"Habu, Shohta",Chunichi Dragons
清水 達也,中日ドラゴンズ,"Shimizu, Tatsuya",Chunichi Dragons
藤嶋 健人,中日ドラゴンズ,"Fujishima, Kento",Chunichi Dragons
齋藤 綱記,中日ドラゴンズ,"Saitoh, Kohki",Chunichi Dragons
福島 章太,中日ドラゴンズ,"Fukushima, Shota",Chunichi Dragons
上田 洸太朗,中日ドラゴンズ,"Ueda, Kotaro",Chunichi Dragons
松木平 優太,中日ドラゴンズ,"Matsukihira, Yuta",Chunichi Dragons
松山 晋也,中日ドラゴンズ,"Matsuyama, Shinya",Chunichi Dragons
メヒア,中日ドラゴンズ,"Mejia, Humberto",Chunichi Dragons
マルティネス,中日ドラゴンズ,"Martinez, Raidel",Chunichi Dragons
フェリス,中日ドラゴンズ,"Feliz, Michael",Chunichi Dragons
加藤 竜馬,中日ドラゴンズ,"Kato, Ryuma",Chunichi Dragons
木下 拓哉,中日ドラゴンズ,"Kinoshita, Takuya",Chunichi Dragons
宇佐見 真吾,中日ドラゴンズ,"Usami, Shingo",Chunichi Dragons
味谷 大誠,中日ドラゴンズ,"Miya, Taisei",Chunichi Dragons
加藤 匠馬,中日ドラゴンズ,"Katoh, Takuma",Chunichi Dragons
山浅 龍之介,中日ドラゴンズ,"Yamaasa, Ryunosuke",Chunichi Dragons
石橋 康太,中日ドラゴンズ,"Ishibashi, Kota",Chunichi Dragons
田中 幹也,中日ドラゴンズ,"Tanaka, Mikiya",Chunichi Dragons
高橋 周平,中日ドラゴンズ,"Takahashi, Shuhei",Chunichi Dragons
村松 開人,中日ドラゴンズ,"Muramatsu, Kaito",Chunichi Dragons
中田 翔,中日ドラゴンズ,"Nakata, Sho",Chunichi Dragons
中島 宏之,中日ドラゴンズ,"Nakajima, Hiroyuki",Chunichi Dragons
石川 昂弥,中日ドラゴンズ,"Ishikawa, Takaya",Chunichi Dragons
津田 啓史,中日ドラゴンズ,"Tsuda, Keishi",Chunichi Dragons
辻本 倫太郎,中日ドラゴンズ,"Tsujimoto, Rintaro",Chunichi Dragons
石垣 雅海,中日ドラゴンズ,"Ishigaki, Masami",Chunichi Dragons
龍空,中日ドラゴンズ,"Tsuchida, Ryuku",Chunichi Dragons
山本 泰寛,中日ドラゴンズ,"Yamamoto, Yasuhiro",Chunichi Dragons
ビシエド,中日ドラゴンズ,"Viciedo, Dayan",Chunichi Dragons
福永 裕基,中日ドラゴンズ,"Fukunaga, Hiroki",Chunichi Dragons
ロドリゲス,中日ドラゴンズ,"Rodriguez, Christian",Chunichi Dragons
樋口 正修,中日ドラゴンズ,"Higuchi, Seishu",Chunichi Dragons
カリステ,中日ドラゴンズ,"Calixte, Orlando",Chunichi Dragons
尾田 剛樹,中日ドラゴンズ,"Oda, Gouki",Chunichi Dragons
岡林 勇希,中日ドラゴンズ,"Okabayashi, Yuki",Chunichi Dragons
鵜飼 航丞,中日ドラゴンズ,"Ukai, Kosuke",Chunichi Dragons
大島 洋平,中日ドラゴンズ,"Ohshima, Yohei",Chunichi Dragons
三好 大倫,中日ドラゴンズ,"Miyoshi, Hironori",Chunichi Dragons
濱 将乃介,中日ドラゴンズ,"Hama, Shonosuke",Chunichi Dragons
ブライト 健太,中日ドラゴンズ,"Bright, Kenta",Chunichi Dragons
川越 誠司,中日ドラゴンズ,"Kawagoe, Seiji",Chunichi Dragons
上林 誠知,中日ドラゴンズ,"Uebayashi, Seiji",Chunichi Dragons
加藤 翔平,中日ドラゴンズ,"Katoh, Shohei",Chunichi Dragons
後藤 駿太,中日ドラゴンズ,"Gotoh, Shunta",Chunichi Dragons
細川 成也,中日ドラゴンズ,"Hosokawa, Seiya",Chunichi Dragons
板山 祐太郎,中日ドラゴンズ,"Itayama, Yutaro",Chunichi Dragons
ディカーソン,中日ドラゴンズ,"Dickerson, Alex",Chunichi Dragons
竹内 龍臣,中日ドラゴンズ,"Takeuchi, Ryushin",Chunichi Dragons
アルバレス,中日ドラゴンズ,"Alvarez, Frank",Chunichi Dragons
加藤 翼,中日ドラゴンズ,"Kato, Tsubasa",Chunichi Dragons
垣越 建伸,中日ドラゴンズ,"Kakigoshi, Kenshin",Chunichi Dragons
石川 翔,中日ドラゴンズ,"Ishikawa, Sho",Chunichi Dragons
岡田 俊哉,中日ドラゴンズ,"Okada, Toshiya",Chunichi Dragons
野中 天翔,中日ドラゴンズ,"Nonaka, Tento",Chunichi Dragons
森山 暁生,中日ドラゴンズ,"Moriyama, Akio",Chunichi Dragons
近藤 廉,中日ドラゴンズ,"Kondo, Ren",Chunichi Dragons
菊田 翔友,中日ドラゴンズ,"Kikuta, Towa",Chunichi Dragons
日渡 騰輝,中日ドラゴンズ,"Hiwatari, Touki",Chunichi Dragons
星野 真生,中日ドラゴンズ,"Hoshino, Mao",Chunichi Dragons
川上 理偉,中日ドラゴンズ,"Kawakami, Rii",Chunichi Dragons
福元 悠真,中日ドラゴンズ,"Fukumoto, Yuma",Chunichi Dragons
モニエル,中日ドラゴンズ,"Monier, Carlos",Chunichi Dragons
エスピノーザ,オリックス・バファローズ,"Espinoza, Anderson",ORIX Buffaloes
山下 舜平大,オリックス・バファローズ,"Yamashita, Shunpeita",ORIX Buffaloes
東 晃平,オリックス・バファローズ,"Azuma, Kohei",ORIX Buffaloes
宮城 大弥,オリックス・バファローズ,"Miyagi, Hiroya",ORIX Buffaloes
宇田川 優希,オリックス・バファローズ,"Udagawa, Yuki",ORIX Buffaloes
椋木 蓮,オリックス・バファローズ,"Mukunoki, Ren",ORIX Buffaloes
平野 佳寿,オリックス・バファローズ,"Hirano, Yoshihisa",ORIX Buffaloes
曽谷 龍平,オリックス・バファローズ,"Sotani, Ryuhei",ORIX Buffaloes
山岡 泰輔,オリックス・バファローズ,"Yamaoka, Taisuke",ORIX Buffaloes
阿部 翔太,オリックス・バファローズ,"Abe, Shota",ORIX Buffaloes
山﨑 颯一郎,オリックス・バファローズ,"Yamazaki, Soichiro",ORIX Buffaloes
村西 良太,オリックス・バファローズ,"Muranishi, Ryota",ORIX Buffaloes
吉田 輝星,オリックス・バファローズ,"Yoshida, Kosei",ORIX Buffaloes
齋藤 響介,オリックス・バファローズ,"Saito, Kyosuke",ORIX Buffaloes
富山 凌雅,オリックス・バファローズ,"Tomiyama, Ryoga",ORIX Buffaloes
田嶋 大樹,オリックス・バファローズ,"Tajima, Daiki",ORIX Buffaloes
比嘉 幹貴,オリックス・バファローズ,"Higa, Motoki",ORIX Buffaloes
マチャド,オリックス・バファローズ,"Machado, Andres",ORIX Buffaloes
前 佑囲斗,オリックス・バファローズ,"Mae, Yuito",ORIX Buffaloes
本田 仁海,オリックス・バファローズ,"Honda, Hitomi",ORIX Buffaloes
東松 快征,オリックス・バファローズ,"Toumatsu, Kaisei",ORIX Buffaloes
横山 楓,オリックス・バファローズ,"Yokoyama, Kaede",ORIX Buffaloes
カスティーヨ,オリックス・バファローズ,"Castillo, Luis",ORIX Buffaloes
小木田 敦也,オリックス・バファローズ,"Kogita, Atsuya",ORIX Buffaloes
山田 修義,オリックス・バファローズ,"Yamada, Nobuyoshi",ORIX Buffaloes
井口 和朋,オリックス・バファローズ,"Iguchi, Kazutomo",ORIX Buffaloes
ペルドモ,オリックス・バファローズ,"Perdomo, Luis",ORIX Buffaloes
河内 康介,オリックス・バファローズ,"Kawachi, Kosuke",ORIX Buffaloes
鈴木 博志,オリックス・バファローズ,"Suzuki, Hiroshi",ORIX Buffaloes
佐藤 一磨,オリックス・バファローズ,"Satoh, Kazuma",ORIX Buffaloes
川瀬 堅斗,オリックス・バファローズ,"Kawase, Kento",ORIX Buffaloes
才木 海翔,オリックス・バファローズ,"Saiki, Kaito",ORIX Buffaloes
髙島 泰都,オリックス・バファローズ,"Takashima, Taito",ORIX Buffaloes
古田島 成龍,オリックス・バファローズ,"Kotajima, Seiryu",ORIX Buffaloes
権田 琉成,オリックス・バファローズ,"Gonda, Ryusei",ORIX Buffaloes
若月 健矢,オリックス・バファローズ,"Wakatsuki, Kenya",ORIX Buffaloes
森 友哉,オリックス・バファローズ,"Mori, Tomoya",ORIX Buffaloes
福永 奨,オリックス・バファローズ,"Fukunaga, Sho",ORIX Buffaloes
石川 亮,オリックス・バファローズ,"Ishikawa, Ryo",ORIX Buffaloes
頓宮 裕真,オリックス・バファローズ,"Tongu, Yuma",ORIX Buffaloes
堀 柊那,オリックス・バファローズ,"Hori, Shuna",ORIX Buffaloes
安達 了一,オリックス・バファローズ,"Adachi, Ryoichi",ORIX Buffaloes
西野 真弘,オリックス・バファローズ,"Nishino, Masahiro",ORIX Buffaloes
宗 佑磨,オリックス・バファローズ,"Mune, Yuma",ORIX Buffaloes
ゴンザレス,オリックス・バファローズ,"Gonzalez, Marwin",ORIX Buffaloes
野口 智哉,オリックス・バファローズ,"Noguchi, Tomoya",ORIX Buffaloes
大城 滉二,オリックス・バファローズ,"Ohshiro, Koji",ORIX Buffaloes
紅林 弘太郎,オリックス・バファローズ,"Kurebayashi, Kotaro",ORIX Buffaloes
内藤 鵬,オリックス・バファローズ,"Naito, Ho",ORIX Buffaloes
廣岡 大志,オリックス・バファローズ,"Hirooka, Taishi",ORIX Buffaloes
太田 椋,オリックス・バファローズ,"Ohta, Ryo",ORIX Buffaloes
横山 聖哉,オリックス・バファローズ,"Yokoyama, Seiya",ORIX Buffaloes
山足 達也,オリックス・バファローズ,"Yamaashi, Tatsuya",ORIX Buffaloes
セデーニョ,オリックス・バファローズ,"Cedeno, Leandro",ORIX Buffaloes
宜保 翔,オリックス・バファローズ,"Gibo, Sho",ORIX Buffaloes
大里 昂生,オリックス・バファローズ,"Ohsato, Kosei",ORIX Buffaloes
中川 圭太,オリックス・バファローズ,"Nakagawa, Keita",ORIX Buffaloes
渡部 遼人,オリックス・バファローズ,"Watanabe, Haruto",ORIX Buffaloes
福田 周平,オリックス・バファローズ,"Fukuda, Shuhei",ORIX Buffaloes
西川 龍馬,オリックス・バファローズ,"Nishikawa, Ryoma",ORIX Buffaloes
元 謙太,オリックス・バファローズ,"Gen, Kendai",ORIX Buffaloes
杉澤 龍,オリックス・バファローズ,"Sugisawa, Ryu",ORIX Buffaloes
来田 涼斗,オリックス・バファローズ,"Kita, Ryoto",ORIX Buffaloes
池田 陵真,オリックス・バファローズ,"Ikeda, Ryoma",ORIX Buffaloes
佐野 皓大,オリックス・バファローズ,"Sano, Kodai",ORIX Buffaloes
トーマス,オリックス・バファローズ,"Thomas, Cody",ORIX Buffaloes
小田 裕也,オリックス・バファローズ,"Oda, Yuya",ORIX Buffaloes
T-岡田,オリックス・バファローズ,"Okada, Takahiro",ORIX Buffaloes
茶野 篤政,オリックス・バファローズ,"Chano, Tokumasa",ORIX Buffaloes
杉本 裕太郎,オリックス・バファローズ,"Sugimoto, Yutaro",ORIX Buffaloes
中田 惟斗,オリックス・バファローズ,"Nakata, Yuito",ORIX Buffaloes
入山 海斗,オリックス・バファローズ,"Iriyama, Kaito",ORIX Buffaloes
寿賀 弘都,オリックス・バファローズ,"Suga, Hiroto",ORIX Buffaloes
大江 海透,オリックス・バファローズ,"Ohe, Kaito",ORIX Buffaloes
宮國 凌空,オリックス・バファローズ,"Miyaguni, Riku",ORIX Buffaloes
芦田 丈飛,オリックス・バファローズ,"Ashida, Taketo",ORIX Buffaloes
小野 泰己,オリックス・バファローズ,"Ono, Taiki",ORIX Buffaloes
村上 喬一朗,オリックス・バファローズ,"Murakami, Kyoichiro",ORIX Buffaloes
河野 聡太,オリックス・バファローズ,"Kawano, Sota",ORIX Buffaloes
上野 響平,オリックス・バファローズ,"Ueno, Kyohei",ORIX Buffaloes
香月 一也,オリックス・バファローズ,"Katsuki, Kazuya",ORIX Buffaloes
平野 大和,オリックス・バファローズ,"Hirano, Yamato",ORIX Buffaloes
山中 尭之,オリックス・バファローズ,"Yamanaka, Takayuki",ORIX Buffaloes
木下 元秀,オリックス・バファローズ,"Kinoshita, Motohide",ORIX Buffaloes
澤村 拓一,千葉ロッテマリーンズ,"Sawamura, Hirokazu",Lotte Marines
石川 歩,千葉ロッテマリーンズ,"Ishikawa, Ayumu",Lotte Marines
小島 和哉,千葉ロッテマリーンズ,"Ojima, Kazuya",Lotte Marines
美馬 学,千葉ロッテマリーンズ,"Mima, Manabu",Lotte Marines
種市 篤暉,千葉ロッテマリーンズ,"Taneichi, Atsuki",Lotte Marines
佐々木 朗希,千葉ロッテマリーンズ,"Sasaki, Roki",Lotte Marines
二木 康太,千葉ロッテマリーンズ,"Futaki, Kota",Lotte Marines
唐川 侑己,千葉ロッテマリーンズ,"Karakawa, Yuki",Lotte Marines
東條 大樹,千葉ロッテマリーンズ,"Tojo, Taiki",Lotte Marines
東妻 勇輔,千葉ロッテマリーンズ,"Azuma, Yusuke",Lotte Marines
菊地 吏玖,千葉ロッテマリーンズ,"Kikuchi, Riku",Lotte Marines
西野 勇士,千葉ロッテマリーンズ,"Nishino, Yuji",Lotte Marines
廣畑 敦也,千葉ロッテマリーンズ,"Hirohata, Atsuya",Lotte Marines
大谷 輝龍,千葉ロッテマリーンズ,"Ohtani, Hikaru",Lotte Marines
八木 彬,千葉ロッテマリーンズ,"Yagi, Akira",Lotte Marines
高野 脩汰,千葉ロッテマリーンズ,"Takano, Shuta",Lotte Marines
田中 晴也,千葉ロッテマリーンズ,"Tanaka, Haruya",Lotte Marines
坂本 光士郎,千葉ロッテマリーンズ,"Sakamoto, Koshiro",Lotte Marines
小野 郁,千葉ロッテマリーンズ,"Ono, Fumiya",Lotte Marines
西村 天裕,千葉ロッテマリーンズ,"Nishimura, Takahiro",Lotte Marines
ダイクストラ,千葉ロッテマリーンズ,"Dykstra, James",Lotte Marines
カイケル,千葉ロッテマリーンズ,"Keuchel, Dallas",Lotte Marines
メルセデス,千葉ロッテマリーンズ,"Mercedes, Cristopher Crisostomo",Lotte Marines
秋山 正雲,千葉ロッテマリーンズ,"Akiyama, Seiun",Lotte Marines
岩下 大輝,千葉ロッテマリーンズ,"Iwashita, Daiki",Lotte Marines
鈴木 昭汰,千葉ロッテマリーンズ,"Suzuki, Shota",Lotte Marines
中村 稔弥,千葉ロッテマリーンズ,"Nakamura, Toshiya",Lotte Marines
本前 郁也,千葉ロッテマリーンズ,"Motomae, Fumiya",Lotte Marines
益田 直也,千葉ロッテマリーンズ,"Masuda, Naoya",Lotte Marines
木村 優人,千葉ロッテマリーンズ,"Kimura, Yuto",Lotte Marines
中森 俊介,千葉ロッテマリーンズ,"Nakamori, Shunsuke",Lotte Marines
河村 説人,千葉ロッテマリーンズ,"Kawamura, Tokito",Lotte Marines
早坂 響,千葉ロッテマリーンズ,"Hayasaka, Oto",Lotte Marines
横山 陸人,千葉ロッテマリーンズ,"Yokoyama, Rikuto",Lotte Marines
森 遼大朗,千葉ロッテマリーンズ,"Mori, Ryotaro",Lotte Marines
フェルナンデス,千葉ロッテマリーンズ,"Fernandez, Junior",Lotte Marines
澤田 圭佑,千葉ロッテマリーンズ,"Sawada, Keisuke",Lotte Marines
コルデロ,千葉ロッテマリーンズ,"Cordero, Jimmy",Lotte Marines
二保 旭,千葉ロッテマリーンズ,"Niho, Akira",Lotte Marines
国吉 佑樹,千葉ロッテマリーンズ,"Kuniyoshi, Yuki",Lotte Marines
吉田 凌,千葉ロッテマリーンズ,"Yoshida, Ryo",Lotte Marines
松川 虎生,千葉ロッテマリーンズ,"Matsukawa, Kou",Lotte Marines
田村 龍弘,千葉ロッテマリーンズ,"Tamura, Tatsuhiro",Lotte Marines
佐藤 都志也,千葉ロッテマリーンズ,"Satoh, Toshiya",Lotte Marines
植田 将太,千葉ロッテマリーンズ,"Ueda, Shota",Lotte Marines
柿沼 友哉,千葉ロッテマリーンズ,"Kakinuma, Tomoya",Lotte Marines
寺地 隆成,千葉ロッテマリーンズ,"Terachi, Ryusei",Lotte Marines
池田 来翔,千葉ロッテマリーンズ,"Ikeda, Raito",Lotte Marines
友杉 篤輝,千葉ロッテマリーンズ,"Tomosugi, Atsuki",Lotte Marines
安田 尚憲,千葉ロッテマリーンズ,"Yasuda, Hisanori",Lotte Marines
藤岡 裕大,千葉ロッテマリーンズ,"Fujioka, Yudai",Lotte Marines
中村 奨吾,千葉ロッテマリーンズ,"Nakamura, Shogo",Lotte Marines
上田 希由翔,千葉ロッテマリーンズ,"Ueda, Kyuto",Lotte Marines
平沢 大河,千葉ロッテマリーンズ,"Hirasawa, Taiga",Lotte Marines
大下 誠一郎,千葉ロッテマリーンズ,"Ohshita, Seiichiro",Lotte Marines
井上 晴哉,千葉ロッテマリーンズ,"Inoue, Seiya",Lotte Marines
小川 龍成,千葉ロッテマリーンズ,"Ogawa, Ryusei",Lotte Marines
茶谷 健太,千葉ロッテマリーンズ,"Chatani, Kenta",Lotte Marines
金田 優太,千葉ロッテマリーンズ,"Kaneda, Yuta",Lotte Marines
ソト,千葉ロッテマリーンズ,"Soto, Neftali",Lotte Marines
荻野 貴司,千葉ロッテマリーンズ,"Ogino, Takashi",Lotte Marines
藤原 恭大,千葉ロッテマリーンズ,"Fujiwara, Kyota",Lotte Marines
角中 勝也,千葉ロッテマリーンズ,"Kakunaka, Katsuya",Lotte Marines
ポランコ,千葉ロッテマリーンズ,"Polanco, Gregory",Lotte Marines
石川 慎吾,千葉ロッテマリーンズ,"Ishikawa, Shingo",Lotte Marines
岡 大海,千葉ロッテマリーンズ,"Oka, Hiromi",Lotte Marines
髙部 瑛斗,千葉ロッテマリーンズ,"Takabe, Akito",Lotte Marines
愛斗,千葉ロッテマリーンズ,"Takeda, Aito",Lotte Marines
山口 航輝,千葉ロッテマリーンズ,"Yamaguchi, Koki",Lotte Marines
山本 大斗,千葉ロッテマリーンズ,"Yamamoto, Daito",Lotte Marines
和田 康士朗,千葉ロッテマリーンズ,"Wada, Koshiro",Lotte Marines
菅野 剛士,千葉ロッテマリーンズ,"Sugano, Tsuyoshi",Lotte Marines
田中 楓基,千葉ロッテマリーンズ,"Tanaka, Fuki",Lotte Marines
土肥 星也,千葉ロッテマリーンズ,"Dohi, Seiya",Lotte Marines
古谷 拓郎,千葉ロッテマリーンズ,"Furuya, Takuro",Lotte Marines
永島田 輝斗,千葉ロッテマリーンズ,"Nagashimada, Kirato",Lotte Marines
吉川 悠斗,千葉ロッテマリーンズ,"Yoshikawa, Yuto",Lotte Marines
白濱 快起,千葉ロッテマリーンズ,"Shirahama, Kaiki",Lotte Marines
武内 涼太,千葉ロッテマリーンズ,"Takeuchi, Ryota",Lotte Marines
村山 亮介,千葉ロッテマリーンズ,"Murayama, Ryosuke",Lotte Marines
富山 紘之進,千葉ロッテマリーンズ,"Tomiyama, Konoshin",Lotte Marines
勝又 琉偉,千葉ロッテマリーンズ,"Katsumata, Rui",Lotte Marines
黒川 凱星,千葉ロッテマリーンズ,"Kurokawa, Kaisei",Lotte Marines
松石 信八,千葉ロッテマリーンズ,"Matsuishi, Shinya",Lotte Marines
髙野 光海,千葉ロッテマリーンズ,"Kohno, Hikaru",Lotte Marines
藤田 和樹,千葉ロッテマリーンズ,"Fujita, Kazuki",Lotte Marines
マーティン,千葉ロッテマリーンズ,"Martin, Andy",Lotte Marines
風間 球打,福岡ソフトバンクホークス,"Kazama, Kyuta",SoftBank Hawks
